Accession	Protein name	Molecular Weight	pacFA.hit
Q3UYV9	Nuclear cap-binding protein subunit 1 OS=Mus musculus GN=Ncbp1 PE=1 SV=2	92 kDa	0
Q4FZF3	Probable ATP-dependent RNA helicase DDX49 OS=Mus musculus GN=Ddx49 PE=2 SV=1	54 kDa	0
Q4KL76	Heat shock protein 1 (Chaperonin 10) OS=Mus musculus GN=Hspe1 PE=2 SV=1	11 kDa	0
Q5SS83	Flotillin 2 OS=Mus musculus GN=Flot2 PE=2 SV=1	47 kDa	0
Q5Y5T1	Probable palmitoyltransferase ZDHHC20 OS=Mus musculus GN=Zdhhc20 PE=2 SV=1	44 kDa	0
Q60612	Q60612-R	?	0
Q60760	Growth factor receptor-bound protein 10 OS=Mus musculus GN=Grb10 PE=1 SV=2	71 kDa	0
Q61074	Protein phosphatase 1G OS=Mus musculus GN=Ppm1g PE=2 SV=3	59 kDa	0
Q6A0A9	Constitutive coactivator of PPAR-gamma-like protein 1 OS=Mus musculus GN=FAM120A PE=1 SV=2	122 kDa	0
Q6P8Q0	Q6P8Q0-R	?	0
Q6PB66	Leucine-rich PPR motif-containing protein, mitochondrial OS=Mus musculus GN=Lrpprc PE=1 SV=2	157 kDa	0
Q6PF96	Electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial OS=Mus musculus GN=Etfdh PE=2 SV=1	61 kDa	0
Q6PGL7	Q6PGL7-R	?	0
Q6QI06	Rapamycin-insensitive companion of mTOR OS=Mus musculus GN=Rictor PE=1 SV=2	192 kDa	0
Q6TCG2	Q6TCG2-R	?	0
Q6ZQL4	WD repeat-containing protein 43 OS=Mus musculus GN=Wdr43 PE=1 SV=2	75 kDa	0
Q7TPD0	Integrator complex subunit 3 OS=Mus musculus GN=Ints3 PE=1 SV=2	118 kDa	0
Q7TRY0	Q7TRY0-R	?	0
Q7TSG1	Q7TSG1-2-R	?	0
Q80U72	Protein scribble homolog OS=Mus musculus GN=Scrib PE=1 SV=2	174 kDa	0
Q80UK8	Q80UK8-R	?	0
Q811L6	Microtubule-associated serine/threonine-protein kinase 4 OS=Mus musculus GN=Mast4 PE=1 SV=3	284 kDa	0
Q8BGQ7	Alanine--tRNA ligase, cytoplasmic OS=Mus musculus GN=Aars PE=1 SV=1	107 kDa	0
Q8BZ32	Q8BZ32-R	?	0
Q8C1A3	Methionine synthase reductase OS=Mus musculus GN=Mtrr PE=2 SV=2	78 kDa	0
Q8C1A5	Thimet oligopeptidase OS=Mus musculus GN=Thop1 PE=1 SV=1	78 kDa	0
Q8C1Q6	UPF0640 protein C3orf78 homolog OS=Mus musculus PE=2 SV=2	10 kDa	0
Q8C385	Q8C385-R	?	0
Q8CFT2	Q8CFT2-R	?	0
Q8CIH9	Amidophosphoribosyltransferase OS=Mus musculus GN=Ppat PE=2 SV=1	57 kDa	0
Q8CIN4	Serine/threonine-protein kinase PAK 2 OS=Mus musculus GN=Pak2 PE=1 SV=1	58 kDa	0
Q8JZM7	Parafibromin OS=Mus musculus GN=Cdc73 PE=2 SV=1	61 kDa	0
Q8R0W0	Epiplakin OS=Mus musculus GN=Eppk1 PE=1 SV=2	725 kDa	0
Q91UZ6	DNA segment, Chr 17, human D6S56E 5, isoform CRA_c OS=Mus musculus GN=D17H6S56E-5 PE=2 SV=1	66 kDa	0
Q91YR7	Pre-mRNA-processing factor 6 OS=Mus musculus GN=Prpf6 PE=2 SV=1	107 kDa	0
Q91YT8	Transmembrane protein 63A OS=Mus musculus GN=Tmem63a PE=2 SV=1	92 kDa	0
Q99PT1	Rho GDP-dissociation inhibitor 1 OS=Mus musculus GN=Arhgdia PE=1 SV=3	23 kDa	0
Q9CQ22	Ragulator complex protein LAMTOR1 OS=Mus musculus GN=Lamtor1 PE=1 SV=1	18 kDa	0
Q9CR57	60S ribosomal protein L14 OS=Mus musculus GN=Rpl14 PE=2 SV=3	24 kDa	0
Q9CR61	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7 OS=Mus musculus GN=Ndufb7 PE=1 SV=3	16 kDa	0
Q9CU65	Zinc finger MYM-type protein 2 OS=Mus musculus GN=Zmym2 PE=2 SV=3	155 kDa	0
Q9CWZ3	RNA-binding protein 8A OS=Mus musculus GN=Rbm8a PE=1 SV=3	20 kDa	0
Q9D8T0	Q9D8T0-R	?	0
Q9DAS9	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-12 OS=Mus musculus GN=Gng12 PE=1 SV=3	8 kDa	0
Q9DCG9	tRNA methyltransferase 112 homolog OS=Mus musculus GN=Trmt112 PE=2 SV=1	14 kDa	0
Q9QUM9	Proteasome subunit alpha type-6 OS=Mus musculus GN=Psma6 PE=1 SV=1	27 kDa	0
Q9QYR9	Acyl-coenzyme A thioesterase 2, mitochondrial OS=Mus musculus GN=Acot2 PE=1 SV=2	50 kDa	0
Q9WUP7	Ubiquitin carboxyl-terminal hydrolase isozyme L5 OS=Mus musculus GN=Uchl5 PE=2 SV=2	38 kDa	0
Q9Z1R9	MCG124046 OS=Mus musculus GN=Prss1 PE=2 SV=1	26 kDa	0
A2AP84	A2AP84-R	?	0
A2AR77	Proteasome (Prosome, macropain) 26S subunit, non-ATPase, 14 OS=Mus musculus GN=Psmd14 PE=4 SV=1	35 kDa	0
D3Z384	Protein EFR3 homolog A OS=Mus musculus GN=Efr3a PE=4 SV=1	93 kDa	0
D3Z4I0	D3Z4I0-R	?	0
E9PUM8	Neutral amino acid transporter B(0) OS=Mus musculus GN=Slc1a5 PE=4 SV=1	58 kDa	0
E9Q972	ADP-ribosylation factor 4 OS=Mus musculus GN=Arf4 PE=3 SV=1	20 kDa	0
F6QL70	Protein Gm17669 OS=Mus musculus GN=Gm17669 PE=4 SV=1	17 kDa	0
G3UWF4	60S ribosomal protein L27 OS=Mus musculus GN=Rpl27-ps1 PE=3 SV=1	16 kDa	0
O08915	AH receptor-interacting protein OS=Mus musculus GN=Aip PE=1 SV=1	38 kDa	0
P62071	Ras-related protein R-Ras2 OS=Mus musculus GN=Rras2 PE=1 SV=1	23 kDa	0
Q3TCD4	Enoyl-CoA delta isomerase 2, mitochondrial OS=Mus musculus GN=Eci2 PE=2 SV=1	42 kDa	0
Q3V1V0	NEDD4 family-interacting protein 2 OS=Mus musculus GN=Ndfip2 PE=2 SV=1	27 kDa	0
Q545R3	N-myc downstream regulated gene 1 OS=Mus musculus GN=Ndrg1 PE=2 SV=1	43 kDa	0
Q8VHE6	Dynein heavy chain 5, axonemal OS=Mus musculus GN=Dnah5 PE=1 SV=2	528 kDa	0
A2AKH4	Synaptosomal-associated protein OS=Mus musculus GN=Snap23 PE=2 SV=1	23 kDa	0
B1AR27	Acyl-Coenzyme A dehydrogenase, very long chain OS=Mus musculus GN=Acadvl PE=3 SV=1	71 kDa	0
E9Q855	Secretory carrier-associated membrane protein 3 OS=Mus musculus GN=Scamp3 PE=4 SV=1	35 kDa	0
G3UW73	MCG129639 OS=Mus musculus GN=Gm6736 PE=4 SV=1	36 kDa	0
O35607	Bone morphogenetic protein receptor type-2 OS=Mus musculus GN=Bmpr2 PE=2 SV=1	115 kDa	0
P32020	Non-specific lipid-transfer protein OS=Mus musculus GN=Scp2 PE=1 SV=3	59 kDa	0
P38060	Hydroxymethylglutaryl-CoA lyase, mitochondrial OS=Mus musculus GN=Hmgcl PE=1 SV=2	34 kDa	0
P48377	MHC class II regulatory factor RFX1 OS=Mus musculus GN=Rfx1 PE=2 SV=2	104 kDa	0
P51174	Long-chain specific acyl-CoA dehydrogenase, mitochondrial OS=Mus musculus GN=Acadl PE=2 SV=2	48 kDa	0
P97333	Neuropilin-1 OS=Mus musculus GN=Nrp1 PE=1 SV=2	103 kDa	0
Q60759	Glutaryl-CoA dehydrogenase, mitochondrial OS=Mus musculus GN=Gcdh PE=2 SV=2	49 kDa	0
Q8BWT1	3-ketoacyl-CoA thiolase, mitochondrial OS=Mus musculus GN=Acaa2 PE=1 SV=3	42 kDa	0
Q8JZN5	Acyl-CoA dehydrogenase family member 9, mitochondrial OS=Mus musculus GN=Acad9 PE=2 SV=2	69 kDa	0
Q8QZV3	Dci protein OS=Mus musculus GN=Eci1 PE=2 SV=1	32 kDa	0
Q8VCW8	Acyl-CoA synthetase family member 2, mitochondrial OS=Mus musculus GN=Acsf2 PE=2 SV=1	68 kDa	0
Q921H8	3-ketoacyl-CoA thiolase A, peroxisomal OS=Mus musculus GN=Acaa1a PE=2 SV=1	44 kDa	0
Q99KE1	NAD-dependent malic enzyme, mitochondrial OS=Mus musculus GN=Me2 PE=2 SV=1	66 kDa	0
A2A547	Ribosomal protein L19 OS=Mus musculus GN=Rpl19 PE=3 SV=1	23 kDa	1
A2A7Z2	Thioredoxin domain containing 12 (Endoplasmic reticulum) OS=Mus musculus GN=Txndc12 PE=4 SV=1	19 kDa	1
A2AF94	Peroxisomal biogenesis factor 13 OS=Mus musculus GN=Pex13 PE=4 SV=1	45 kDa	1
A2AFQ2	3-hydroxyacyl-CoA dehydrogenase type-2 OS=Mus musculus GN=Hsd17b10 PE=3 SV=1	28 kDa	1
A2AH25	Rho GTPase activating protein 1 OS=Mus musculus GN=Arhgap1 PE=4 SV=1	54 kDa	1
A2AJF6	Transmembrane protein 68 OS=Mus musculus GN=Tmem68 PE=4 SV=1	38 kDa	1
A2ALA6	Surfeit gene 1 OS=Mus musculus GN=Surf1 PE=4 SV=1	38 kDa	1
A2AMS0	Sigma 1 receptor variant SR-1A OS=Mus musculus GN=Sigmar1 PE=2 SV=1	22 kDa	1
A2AMV0	Novel DUF1620 domain containing protein OS=Mus musculus GN=C230096C10Rik PE=4 SV=1	111 kDa	1
A2AMX4	Synapse associated protein 1 OS=Mus musculus GN=Syap1 PE=4 SV=1	41 kDa	1
A2ASS6	A2ASS6-2-R	?	1
A2AT31	Metaxin 2 OS=Mus musculus GN=Mtx2 PE=4 SV=1	30 kDa	1
A2AT49	Novel protein (1810030N24Rik) OS=Mus musculus GN=1810030N24Rik PE=4 SV=1	11 kDa	1
A2AWI7	Endophilin-B2 OS=Mus musculus GN=Sh3glb2 PE=4 SV=1	45 kDa	1
A2BGI8	Peptidyl-prolyl cis-trans isomerase (Fragment) OS=Mus musculus GN=Ppih PE=3 SV=1	17 kDa	1
A2RS96	Transmembrane emp24 protein transport domain containing 5 OS=Mus musculus GN=Tmed5 PE=2 SV=1	26 kDa	1
A2RSX9	Arfip1 protein OS=Mus musculus GN=Arfip1 PE=2 SV=1	38 kDa	1
A2RTC8	MCG13921, isoform CRA_b OS=Mus musculus GN=March5 PE=2 SV=1	31 kDa	1
B1ASL0	UDP-Gal:betaGal beta 1,3-galactosyltransferase, polypeptide 6 OS=Mus musculus GN=B3galt6 PE=4 SV=1	37 kDa	1
B1ATZ4	Solute carrier family 25 (Mitochondrial carrier, dicarboxylate transporter), member 10 OS=Mus musculus GN=Slc25a10 PE=3 SV=1	32 kDa	1
B1AUE5	Peroxisome biogenesis factor 10 OS=Mus musculus GN=Pex10 PE=2 SV=1	37 kDa	1
B1AVI2	Syntaxin 17 (Fragment) OS=Mus musculus GN=Stx17 PE=4 SV=1	16 kDa	1
B1AXK9	Novel protein OS=Mus musculus GN=1110031I02Rik PE=4 SV=1	35 kDa	1
B2KFC7	ERGIC and golgi 2 OS=Mus musculus GN=Ergic2 PE=4 SV=1	42 kDa	1
B2KFP6	RIKEN cDNA 5730438N18 OS=Mus musculus GN=Slc25a33 PE=3 SV=1	35 kDa	1
B2RS43	DNA segment, Chr 17, human D6S53E OS=Mus musculus GN=D17H6S53E PE=2 SV=1	32 kDa	1
B2RS80	Gamma-glutamyl carboxylase OS=Mus musculus GN=Ggcx PE=2 SV=1	87 kDa	1
B2RTM1	Transmembrane protein 158 OS=Mus musculus GN=Tmem158 PE=2 SV=1	29 kDa	1
B9EI57	SAFB-like, transcription modulator OS=Mus musculus GN=Sltm PE=2 SV=1	117 kDa	1
D3YWY6	Brain protein 44-like protein OS=Mus musculus GN=Brp44l PE=4 SV=1	10 kDa	1
D3YXB7	Paraplegin OS=Mus musculus GN=Spg7 PE=4 SV=1	82 kDa	1
D3YY63	Phosphatidylserine decarboxylase proenzyme OS=Mus musculus GN=Pisd PE=4 SV=1	30 kDa	1
D3Z108	Transmembrane and ubiquitin-like domain-containing protein 1 (Fragment) OS=Mus musculus GN=Tmub1 PE=4 SV=1	22 kDa	1
D3Z1Y1	E3 ubiquitin-protein ligase synoviolin OS=Mus musculus GN=Syvn1 PE=4 SV=1	67 kDa	1
D3Z1Z8	Stathmin (Fragment) OS=Mus musculus GN=Stmn1 PE=3 SV=1	12 kDa	1
D3Z2R5	Uncharacterized protein OS=Mus musculus GN=Sepn1 PE=4 SV=1	62 kDa	1
D3Z3Y1	Protein Pigg OS=Mus musculus GN=Pigg PE=4 SV=1	109 kDa	1
D3Z4C9	Uncharacterized protein OS=Mus musculus GN=2900010M23Rik PE=4 SV=1	15 kDa	1
D3Z4E6	Vezatin OS=Mus musculus GN=Vezt PE=4 SV=1	88 kDa	1
D3Z5N6	Zinc finger protein ubi-d4 OS=Mus musculus GN=Dpf2 PE=4 SV=1	46 kDa	1
D3Z6W2	Tyrosine-protein phosphatase non-receptor type 2 OS=Mus musculus GN=Ptpn2 PE=4 SV=1	42 kDa	1
D3Z7W0	Iron-sulfur cluster assembly enzyme ISCU, mitochondrial OS=Mus musculus GN=Iscu PE=4 SV=1	22 kDa	1
E0CYB9	Mitochondrial fission factor OS=Mus musculus GN=Mff PE=4 SV=1	36 kDa	1
E9PXU2	Disintegrin and metalloproteinase domain-containing protein 17 OS=Mus musculus GN=Adam17 PE=4 SV=1	95 kDa	1
E9Q0E4	Protein NipSnap homolog 1 OS=Mus musculus GN=Nipsnap1 PE=4 SV=1	38 kDa	1
E9Q0P4	Tumor suppressor candidate 3 OS=Mus musculus GN=Tusc3 PE=4 SV=1	39 kDa	1
E9Q137	Protein Tex264 OS=Mus musculus GN=Tex264 PE=4 SV=1	34 kDa	1
E9Q421	GPI-anchor transamidase OS=Mus musculus GN=Pigk PE=4 SV=1	41 kDa	1
E9Q4M4	Coiled-coil-helix-coiled-coil-helix domain-containing protein 6, mitochondrial OS=Mus musculus GN=Chchd6 PE=4 SV=1	26 kDa	1
E9Q4S2	Protein Nup98 OS=Mus musculus GN=Nup98 PE=4 SV=1	138 kDa	1
E9Q718	Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2 OS=Mus musculus GN=Plod2 PE=4 SV=1	87 kDa	1
E9Q933	Transmembrane protein 11, mitochondrial OS=Mus musculus GN=Tmem11 PE=4 SV=1	20 kDa	1
E9Q938	UBX domain-containing protein 8 OS=Mus musculus GN=Ubxn8 PE=4 SV=1	24 kDa	1
E9Q9T4	Adenylate cyclase type 10 OS=Mus musculus GN=Adcy10 PE=4 SV=1	186 kDa	1
E9QK89	Mediator of DNA damage checkpoint protein 1 OS=Mus musculus GN=Mdc1 PE=4 SV=1	185 kDa	1
E9QL31	Disabled homolog 2 OS=Mus musculus GN=Dab2 PE=4 SV=1	80 kDa	1
E9QPY1	Cytochrome c oxidase assembly protein COX15 homolog OS=Mus musculus GN=Cox15 PE=4 SV=1	44 kDa	1
F2Z470	3-hydroxy-3-methylglutaryl-coenzyme A reductase OS=Mus musculus GN=Hmgcr PE=3 SV=1	90 kDa	1
F2Z490	Diacylglycerol kinase epsilon OS=Mus musculus GN=Dgke PE=4 SV=1	46 kDa	1
F6RN19	Membralin (Fragment) OS=Mus musculus GN=ORF61 PE=4 SV=1	63 kDa	1
F6VAN0	Protein Atf6 OS=Mus musculus GN=Atf6 PE=4 SV=1	75 kDa	1
F6YRW4	F-box and leucine-rich repeat protein 11 OS=Mus musculus GN=Kdm2a PE=4 SV=2	133 kDa	1
F7ATE7	Uncharacterized protein (Fragment) OS=Mus musculus GN=Gm6396 PE=4 SV=1	16 kDa	1
F7DED4	Kielin/chordin-like protein (Fragment) OS=Mus musculus GN=Kcp PE=4 SV=1	2 kDa	1
G3X8U4	Golgi membrane protein 1 OS=Mus musculus GN=Golm1 PE=4 SV=1	44 kDa	1
G5E881	RIKEN cDNA 1500001M20 OS=Mus musculus GN=1500001M20Rik PE=4 SV=1	38 kDa	1
G8JL73	Transmembrane and ubiquitin-like domain-containing protein 2 (Fragment) OS=Mus musculus GN=Tmub2 PE=4 SV=1	38 kDa	1
O08539	Isoform 2 of Myc box-dependent-interacting protein 1 OS=Mus musculus GN=Bin1	48 kDa	1
O35623	BET1 homolog OS=Mus musculus GN=Bet1 PE=2 SV=1	13 kDa	1
O54750	Cytochrome P450 2J6 OS=Mus musculus GN=Cyp2j6 PE=2 SV=2	58 kDa	1
O88736	3-keto-steroid reductase OS=Mus musculus GN=Hsd17b7 PE=2 SV=1	37 kDa	1
P07141	Macrophage colony-stimulating factor 1 OS=Mus musculus GN=Csf1 PE=1 SV=2	61 kDa	1
P13011	Acyl-CoA desaturase 2 OS=Mus musculus GN=Scd2 PE=2 SV=2	41 kDa	1
P15920	V-type proton ATPase 116 kDa subunit a isoform 2 OS=Mus musculus GN=Atp6v0a2 PE=1 SV=2	98 kDa	1
P20491	High affinity immunoglobulin epsilon receptor subunit gamma OS=Mus musculus GN=Fcer1g PE=1 SV=1	10 kDa	1
P32883	Isoform 2B of GTPase KRas OS=Mus musculus GN=Kras	21 kDa	1
P43407	Syndecan-2 OS=Mus musculus GN=Sdc2 PE=2 SV=1	22 kDa	1
P46978	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A OS=Mus musculus GN=Stt3a PE=1 SV=1	81 kDa	1
P52875	Transmembrane protein 165 OS=Mus musculus GN=Tmem165 PE=2 SV=2	35 kDa	1
P62911	60S ribosomal protein L32 OS=Mus musculus GN=Rpl32 PE=2 SV=2	16 kDa	1
P68510	14-3-3 protein eta OS=Mus musculus GN=Ywhah PE=1 SV=2	28 kDa	1
P70404	Isocitrate dehydrogenase [NAD] subunit gamma 1, mitochondrial OS=Mus musculus GN=Idh3g PE=1 SV=1	43 kDa	1
Q06185	ATP synthase subunit e, mitochondrial OS=Mus musculus GN=Atp5i PE=1 SV=2	8 kDa	1
Q07417	Short-chain specific acyl-CoA dehydrogenase, mitochondrial OS=Mus musculus GN=Acads PE=2 SV=2	45 kDa	1
Q33DR3	Decaprenyl-diphosphate synthase subunit 2 OS=Mus musculus GN=Pdss2 PE=1 SV=2	44 kDa	1
Q3TAS6	ER membrane protein complex subunit 10 OS=Mus musculus GN=Emc10 PE=2 SV=2	27 kDa	1
Q3TDQ1	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B OS=Mus musculus GN=Stt3b PE=1 SV=2	93 kDa	1
Q3THX0	RIKEN cDNA 1700034H14, isoform CRA_c OS=Mus musculus GN=1700034H14Rik PE=2 SV=1	28 kDa	1
Q3TNH0	Putative uncharacterized protein OS=Mus musculus GN=Tmpo PE=2 SV=1	46 kDa	1
Q3TNL8	Inositol 1,4,5-trisphosphate receptor-interacting protein OS=Mus musculus GN=Itprip PE=2 SV=1	63 kDa	1
Q3TVI8	Pre-B-cell leukemia transcription factor-interacting protein 1 OS=Mus musculus GN=Pbxip1 PE=1 SV=2	81 kDa	1
Q3U957	Derlin-2 OS=Mus musculus GN=Derl2 PE=2 SV=1	19 kDa	1
Q3UC67	Acyl-CoA synthetase long-chain family member 5, isoform CRA_b OS=Mus musculus GN=Acsl5 PE=2 SV=1	76 kDa	1
Q3UF95	Large proline-rich protein BAG6 OS=Mus musculus GN=Bag6 PE=2 SV=1	119 kDa	1
Q3V460	Gene model 561, (NCBI) OS=Mus musculus GN=Gm561 PE=2 SV=1	12 kDa	1
Q4FJR4	Pdk3 protein OS=Mus musculus GN=Pdk3 PE=2 SV=1	48 kDa	1
Q4FK14	Tram1 protein OS=Mus musculus GN=Tram1 PE=2 SV=1	43 kDa	1
Q4FK57	Ero1l protein OS=Mus musculus GN=Ero1l PE=2 SV=1	54 kDa	1
Q4FZC9	Nesprin-3 OS=Mus musculus PE=1 SV=1	112 kDa	1
Q4PJX1	Protein odr-4 homolog OS=Mus musculus GN=Odr4 PE=2 SV=2	50 kDa	1
Q542A1	Putative uncharacterized protein OS=Mus musculus GN=Bcap29 PE=2 SV=1	28 kDa	1
Q5M9J2	Histidine triad nucleotide binding protein 2 OS=Mus musculus GN=Hint2 PE=2 SV=1	17 kDa	1
Q5SUC9	Protein SCO1 homolog, mitochondrial OS=Mus musculus GN=Sco1 PE=2 SV=1	32 kDa	1
Q5XKN4	Protein jagunal homolog 1 OS=Mus musculus GN=Jagn1 PE=2 SV=2	21 kDa	1
Q62425	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 4 OS=Mus musculus GN=Ndufa4 PE=1 SV=2	9 kDa	1
Q6A058	Armadillo repeat-containing X-linked protein 2 OS=Mus musculus GN=Armcx2 PE=2 SV=2	81 kDa	1
Q6NV83	U2 snRNP-associated SURP motif-containing protein OS=Mus musculus GN=U2surp PE=1 SV=3	118 kDa	1
Q6P8X1	Sorting nexin-6 OS=Mus musculus GN=Snx6 PE=1 SV=2	47 kDa	1
Q6PB93	Polypeptide N-acetylgalactosaminyltransferase 2 OS=Mus musculus GN=Galnt2 PE=2 SV=1	65 kDa	1
Q6PDG5	Q6PDG5-R	?	1
Q6ZQ89	Q6ZQ89-3-R	?	1
Q70FJ1	Q70FJ1-2-R	?	1
Q78YY6	DnaJ homolog subfamily C member 15 OS=Mus musculus GN=Dnajc15 PE=2 SV=1	16 kDa	1
Q80U63	Mitofusin-2 OS=Mus musculus GN=Mfn2 PE=1 SV=3	86 kDa	1
Q80UP5	Ankyrin repeat domain-containing protein 13A OS=Mus musculus GN=Ankrd13a PE=1 SV=2	67 kDa	1
Q811U4	Mitofusin-1 OS=Mus musculus GN=Mfn1 PE=1 SV=3	84 kDa	1
Q8BG30	Negative elongation factor A OS=Mus musculus GN=Whsc2 PE=1 SV=1	58 kDa	1
Q8BG81	Polymerase delta-interacting protein 3 OS=Mus musculus GN=Poldip3 PE=2 SV=1	46 kDa	1
Q8BGI5	Peroxisome assembly protein 26 OS=Mus musculus GN=Pex26 PE=2 SV=2	34 kDa	1
Q8BH51	Cytochrome c oxidase assembly protein COX14 OS=Mus musculus GN=Cox14 PE=2 SV=1	6 kDa	1
Q8BHC7	Rhomboid domain-containing protein 1 OS=Mus musculus GN=Rhbdd1 PE=2 SV=1	36 kDa	1
Q8BHE8	Uncharacterized protein C2orf47 homolog, mitochondrial OS=Mus musculus PE=2 SV=1	33 kDa	1
Q8BTE5	Uncharacterized protein OS=Mus musculus GN=1110001A16Rik PE=2 SV=2	9 kDa	1
Q8BYU6	Torsin-1A-interacting protein 2 OS=Mus musculus GN=Tor1aip2 PE=1 SV=1	54 kDa	1
Q8C052	Microtubule-associated protein 1S OS=Mus musculus GN=Map1s PE=1 SV=2	103 kDa	1
Q8C1E7	Transmembrane protein 120A OS=Mus musculus GN=Tmem120a PE=2 SV=1	41 kDa	1
Q8C3X8	Lipase maturation factor 2 OS=Mus musculus GN=Lmf2 PE=2 SV=1	80 kDa	1
Q8K072	Receptor expression-enhancing protein 4 OS=Mus musculus GN=Reep4 PE=2 SV=1	30 kDa	1
Q8R1K1	Ubiquitin-associated domain-containing protein 2 OS=Mus musculus GN=Ubac2 PE=2 SV=1	39 kDa	1
Q8VC65	Nurim OS=Mus musculus GN=Nrm PE=2 SV=1	29 kDa	1
Q8VCM5	Mitochondrial ubiquitin ligase activator of NFKB 1 OS=Mus musculus GN=Mul1 PE=2 SV=2	40 kDa	1
Q91VX9	Transmembrane protein 168 OS=Mus musculus GN=Tmem168 PE=2 SV=1	80 kDa	1
Q91XB7	Protein YIF1A OS=Mus musculus GN=Yif1a PE=2 SV=1	32 kDa	1
Q99J23	GH3 domain-containing protein OS=Mus musculus GN=Ghdc PE=2 SV=2	59 kDa	1
Q99JX7	Nuclear RNA export factor 1 OS=Mus musculus GN=Nxf1 PE=1 SV=3	70 kDa	1
Q99K28	ADP-ribosylation factor GTPase-activating protein 2 OS=Mus musculus GN=Arfgap2 PE=1 SV=1	57 kDa	1
Q99KI3	ER membrane protein complex subunit 3 OS=Mus musculus GN=Emc3 PE=2 SV=3	30 kDa	1
Q99KK1	Receptor expression-enhancing protein 3 OS=Mus musculus GN=Reep3 PE=1 SV=1	29 kDa	1
Q99LL3	Carbohydrate sulfotransferase 12 OS=Mus musculus GN=Chst12 PE=2 SV=2	49 kDa	1
Q99LX0	Protein DJ-1 OS=Mus musculus GN=Park7 PE=1 SV=1	20 kDa	1
Q99M08	Uncharacterized protein C4orf3 homolog OS=Mus musculus PE=1 SV=1	7 kDa	1
Q99ME9	Nucleolar GTP-binding protein 1 OS=Mus musculus GN=Gtpbp4 PE=2 SV=3	74 kDa	1
Q9CPQ1	Cytochrome c oxidase subunit 6C OS=Mus musculus GN=Cox6c PE=1 SV=3	8 kDa	1
Q9CPW3	39S ribosomal protein L54, mitochondrial OS=Mus musculus GN=Mrpl54 PE=2 SV=1	15 kDa	1
Q9CQC7	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4 OS=Mus musculus GN=Ndufb4 PE=1 SV=3	15 kDa	1
Q9CQX4	PCNA-associated factor OS=Mus musculus GN=Paf PE=2 SV=1	12 kDa	1
Q9CQZ0	ORM1-like protein 2 OS=Mus musculus GN=Ormdl2 PE=2 SV=1	17 kDa	1
Q9CR60	Vesicle transport protein GOT1B OS=Mus musculus GN=Golt1b PE=2 SV=1	15 kDa	1
Q9CRA4	Methylsterol monooxygenase 1 OS=Mus musculus GN=Msmo1 PE=2 SV=1	35 kDa	1
Q9CXU1	Mediator of RNA polymerase II transcription subunit 31 OS=Mus musculus GN=Med31 PE=1 SV=2	16 kDa	1
Q9D0F3	Protein ERGIC-53 OS=Mus musculus GN=Lman1 PE=2 SV=1	58 kDa	1
Q9D3P8	Plasminogen receptor (KT) OS=Mus musculus GN=Plgrkt PE=1 SV=1	17 kDa	1
Q9D6K8	FUN14 domain-containing protein 2 OS=Mus musculus GN=Fundc2 PE=2 SV=1	17 kDa	1
Q9D7J4	Cytochrome c oxidase protein 20 homolog OS=Mus musculus GN=Cox20 PE=2 SV=1	13 kDa	1
Q9D8V7	Signal peptidase complex catalytic subunit SEC11C OS=Mus musculus GN=Sec11c PE=2 SV=3	22 kDa	1
Q9DB73	NADH-cytochrome b5 reductase 1 OS=Mus musculus GN=Cyb5r1 PE=2 SV=1	34 kDa	1
Q9DC50	Peroxisomal carnitine O-octanoyltransferase OS=Mus musculus GN=Crot PE=1 SV=1	70 kDa	1
Q9DC69	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial OS=Mus musculus GN=Ndufa9 PE=1 SV=2	43 kDa	1
Q9DCE9	Interferon gamma induced GTPase OS=Mus musculus GN=Igtp PE=2 SV=1	48 kDa	1
Q9DCJ5	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8 OS=Mus musculus GN=Ndufa8 PE=1 SV=3	20 kDa	1
Q9EP69	Phosphatidylinositide phosphatase SAC1 OS=Mus musculus GN=Sacm1l PE=2 SV=1	67 kDa	1
Q9ESG9	Membrane-associated tyrosine- and threonine-specific cdc2-inhibitory kinase OS=Mus musculus GN=Pkmyt1 PE=2 SV=3	54 kDa	1
Q9ESW4	Acylglycerol kinase, mitochondrial OS=Mus musculus GN=Agk PE=1 SV=1	47 kDa	1
Q9JI39	ATP-binding cassette sub-family B member 10, mitochondrial OS=Mus musculus GN=Abcb10 PE=2 SV=1	77 kDa	1
Q9QYA2	Mitochondrial import receptor subunit TOM40 homolog OS=Mus musculus GN=Tomm40 PE=1 SV=3	38 kDa	1
A2A846	Mitochondrial trans-2-enoyl-CoA reductase OS=Mus musculus GN=Mecr PE=4 SV=1	40 kDa	1
